time_abs(%Y-%m-%dT%H:%M:%S.%f) (duplicates in both files),time_abs(%Y-%m-%dT%H:%M:%S.%f) (unique in both files),time_abs(%Y-%m-%dT%H:%M:%S.%f) (duplicates only in LOF),time_abs(%Y-%m-%dT%H:%M:%S.%f) (duplicates only in Spectrogram),time_abs(%Y-%m-%dT%H:%M:%S.%f) (unique only in LOF),time_abs(%Y-%m-%dT%H:%M:%S.%f) (unique only in Spectrogram)
,,1972-05-11T14:22:26.236377,,,
,,1972-06-16T16:07:25.248075,,,
,,1972-06-16T19:52:24.116000,,,
,,1972-06-16T19:59:54.078264,,,
,,1972-06-16T21:37:23.587698,,,
,,1970-01-19T20:00:00.665000,,,
,,1970-01-19T20:30:00.665000,,,
,,1970-01-19T21:00:00.665000,,,
,,1970-03-25T03:00:00.440000,,,
,,1970-03-25T03:30:00.440000,,,
,,1970-03-25T07:30:00.440000,,,
,,1970-03-25T12:00:00.440000,,,
,,1970-03-25T12:30:00.440000,,,
,,1970-03-25T20:30:00.440000,,,
,,1970-03-25T21:00:00.440000,,,
,,1970-03-26T00:30:00.565000,,,
,,1970-03-26T06:30:00.565000,,,
,,1970-03-26T09:30:00.565000,,,
,,1970-03-26T11:30:00.565000,,,
,,1970-03-26T21:00:00.565000,,,
,,1970-03-26T21:30:00.565000,,,
,,1970-04-25T01:30:00.196000,,,
,,1970-06-15T19:30:00.510000,,,
,,1970-06-26T12:29:56.342415,,,
,,1970-06-26T12:59:56.191472,,,
,,1970-06-26T13:29:56.040528,,,
,,1970-06-26T14:59:55.587698,,,
,,1970-06-26T20:29:53.927321,,,
,,1970-07-20T04:30:00.487000,,,
,,1970-07-20T05:00:00.487000,,,
,,1970-07-20T04:30:00.487000,,,
,,1970-07-20T05:00:00.487000,,,
,,1970-09-26T05:59:58.337679,,,
,,1970-09-26T06:29:58.186736,,,
,,1970-09-26T20:59:53.809377,,,
,,1970-10-24T10:30:00.504000,,,
,,1970-10-24T12:00:00.504000,,,
,,1970-10-24T19:30:00.504000,,,
,,1970-10-24T20:00:00.504000,,,
,,1970-11-12T12:30:00.700000,,,
,,1970-11-12T13:00:00.700000,,,
,,1970-11-12T13:30:00.700000,,,
,,1970-11-12T14:00:00.700000,,,
,,1970-11-12T14:30:00.700000,,,
,,1970-12-11T08:00:00.326000,,,
,,1970-12-11T23:00:00.326000,,,
,,1970-12-27T06:29:58.554736,,,
,,1970-12-27T19:59:54.479264,,,
,,1970-12-27T20:29:54.328321,,,
,,1970-12-31T03:00:00.339000,,,
,,1970-12-31T15:00:00.339000,,,
,,1970-12-31T15:30:00.339000,,,
,,1971-01-15T12:00:00.258000,,,
,,1971-01-15T12:30:00.258000,,,
,,1971-01-28T00:00:00.234000,,,
,,1971-01-28T00:30:00.083057,,,
,,1971-01-28T01:29:59.781170,,,
,,1971-01-28T01:59:59.630226,,,
,,1971-01-28T05:59:58.422679,,,
,,1971-01-28T06:29:58.271736,,,
,,1971-01-28T10:59:56.913245,,,
,,1971-01-28T11:29:56.762302,,,
,,1971-01-28T20:59:53.894377,,,
,,1971-01-29T09:59:57.175132,,,
,,1971-01-29T10:29:57.024189,,,
,,1971-01-29T17:29:54.910981,,,
,,1971-02-09T03:30:00.179000,,,
,,1971-02-09T04:00:00.179000,,,
,,1971-03-25T15:00:00.151000,,,
,,1971-03-25T15:30:00.151000,,,
,,1971-04-13T03:12:48.990062,,,
,,1971-04-13T12:12:48.990062,,,
,,1971-04-13T12:42:48.990062,,,
,,1971-04-13T13:12:48.990062,,,
,,1971-04-13T18:42:48.990062,,,
,,1971-04-13T19:12:48.990062,,,
,,1971-04-13T19:42:48.990062,,,
,,1971-04-13T20:12:48.990062,,,
,,1971-04-17T03:00:00.387000,,,
,,1971-04-17T03:30:00.387000,,,
,,1971-04-17T06:30:00.387000,,,
,,1971-04-17T07:00:00.387000,,,
,,1971-04-17T07:30:00.387000,,,
,,1971-04-17T16:30:00.387000,,,
,,1971-04-17T17:00:00.387000,,,
,,1971-05-12T08:59:57.995019,,,
,,1971-05-12T09:29:57.844075,,,
,,1971-05-12T09:59:57.693132,,,
,,1971-05-12T18:59:54.976151,,,
,,1971-05-12T19:29:54.825208,,,
,,1971-05-12T08:59:57.995019,,,
,,1971-05-12T09:29:57.844075,,,
,,1971-05-12T09:59:57.693132,,,
,,1971-05-12T18:59:54.976151,,,
,,1971-05-12T19:29:54.825208,,,
,,1971-05-23T10:59:57.181245,,,
,,1971-05-23T11:29:57.030302,,,
,,1971-05-23T13:29:56.426528,,,
,,1971-05-23T21:59:53.860491,,,
,,1971-05-23T22:59:53.558604,,,
,,1971-06-12T11:00:00.529000,,,
,,1971-06-12T11:30:00.529000,,,
,,1971-06-12T12:30:00.529000,,,
,,1971-06-12T13:00:00.529000,,,
,,1971-09-25T08:30:00.576000,,,
,,1971-09-25T09:00:00.576000,,,
,,1971-09-25T17:00:00.576000,,,
,,1971-09-25T17:30:00.576000,,,
,,1971-10-18T03:00:00.417000,,,
,,1971-10-18T03:30:00.417000,,,
,,1971-10-18T04:00:00.417000,,,
,,1971-10-18T06:30:00.417000,,,
,,1971-10-18T07:00:00.417000,,,
,,1971-10-18T13:30:00.417000,,,
,,1971-10-18T14:00:00.417000,,,
,,1971-10-20T00:30:00.425000,,,
,,1971-10-20T01:00:00.425000,,,
,,1971-10-20T11:00:00.425000,,,
,,1971-10-20T11:30:00.425000,,,
,,1971-10-20T18:30:00.425000,,,
,,1971-10-20T19:00:00.425000,,,
,,1971-10-31T05:00:00.420000,,,
,,1971-10-31T05:30:00.420000,,,
,,1971-10-31T06:00:00.420000,,,
,,1971-10-31T16:30:00.420000,,,
,,1972-01-04T13:30:00.117000,,,
,,1972-01-04T14:00:00.117000,,,
,,1972-01-04T15:00:00.117000,,,
,,1972-01-04T15:30:00.117000,,,
,,1972-03-12T18:30:00.417000,,,
,,1972-05-11T13:00:00.576000,,,
,,1972-05-11T13:30:00.576000,,,
,,1972-05-11T14:00:00.576000,,,
,,1972-07-17T07:00:00.184000,,,
,,1972-07-17T21:00:00.184000,,,
,,1972-07-17T22:30:00.184000,,,
,,1972-07-17T07:00:00.184000,,,
,,1972-07-17T21:00:00.184000,,,
,,1972-07-17T22:30:00.184000,,,
,,1972-07-28T02:00:00.136000,,,
,,1972-07-28T02:30:00.136000,,,
,,1972-07-28T05:30:00.136000,,,
,,1972-07-28T06:00:00.136000,,,
,,1972-07-28T15:00:00.136000,,,
,,1972-07-31T00:00:00.622000,,,
,,1972-07-31T17:30:00.622000,,,
,,1972-07-31T18:00:00.622000,,,
,,1972-07-31T18:30:00.622000,,,
,,1972-07-31T19:00:00.622000,,,
,,1972-12-03T14:00:00.552000,,,
,,1972-12-03T14:30:00.552000,,,
,,1973-03-13T08:30:00.472000,,,
,,1973-03-24T00:00:00.606000,,,
,,1973-03-24T00:30:00.606000,,,
,,1973-03-24T01:00:00.606000,,,
,,1973-03-24T07:30:00.606000,,,
,,1973-03-24T17:30:00.606000,,,
,,1973-03-24T18:00:00.606000,,,
,,1973-03-24T19:00:00.606000,,,
,,1973-06-05T10:30:00.300000,,,
,,1973-06-05T11:00:00.300000,,,
,,1973-06-05T10:30:00.300000,,,
,,1973-06-05T11:00:00.300000,,,
,,1973-06-18T01:00:00.132000,,,
,,1973-06-18T01:30:00.132000,,,
,,1973-06-18T08:00:00.132000,,,
,,1973-06-18T13:00:00.132000,,,
,,1973-06-27T05:00:00.230000,,,
,,1973-06-27T05:30:00.230000,,,
,,1973-07-03T18:00:00.532000,,,
,,1973-07-03T18:30:00.532000,,,
,,1973-07-20T18:30:00.308000,,,
,,1973-07-20T19:00:00.308000,,,
,,1973-07-28T01:00:00.275000,,,
,,1973-07-28T01:30:00.275000,,,
,,1973-07-28T08:00:00.275000,,,
,,1973-08-21T11:30:00.652000,,,
,,1974-01-10T22:30:00.229000,,,
,,1974-02-07T05:30:00.354000,,,
,,1974-02-07T06:00:00.354000,,,
,,1974-02-07T06:30:00.354000,,,
,,1974-02-12T08:00:00.400000,,,
,,1974-02-12T08:30:00.400000,,,
,,1974-02-12T20:00:00.400000,,,
,,1974-02-12T20:30:00.400000,,,
,,1974-02-12T22:00:00.400000,,,
,,1974-02-12T22:30:00.400000,,,
,,1974-04-08T04:30:00.534000,,,
,,1974-04-08T12:00:00.534000,,,
,,1974-04-19T13:00:00.568000,,,
,,1974-04-19T13:30:00.568000,,,
,,1974-06-25T11:59:56.901358,,,
,,1974-06-25T12:29:56.750415,,,
,,1974-06-25T20:59:54.184377,,,
,,1974-06-25T21:29:54.033434,,,
,,1974-07-06T03:30:00.193000,,,
,,1974-07-06T12:00:00.193000,,,
,,1974-07-06T12:30:00.193000,,,
,,1974-07-06T14:30:00.193000,,,
,,1974-07-06T03:30:00.193000,,,
,,1974-07-06T12:00:00.193000,,,
,,1974-07-06T12:30:00.193000,,,
,,1974-07-06T14:30:00.193000,,,
,,1974-07-11T00:30:00.359000,,,
,,1974-07-11T01:00:00.359000,,,
,,1974-07-11T03:30:00.359000,,,
,,1974-07-11T04:00:00.359000,,,
,,1974-07-11T05:30:00.359000,,,
,,1974-07-11T06:30:00.359000,,,
,,1974-07-11T08:30:00.359000,,,
,,1974-07-11T09:00:00.359000,,,
,,1974-07-17T10:29:57.056189,,,
,,1974-07-17T10:59:56.905245,,,
,,1974-07-17T11:29:56.754302,,,
,,1974-07-17T11:59:56.603358,,,
,,1974-07-17T12:29:56.452415,,,
,,1974-07-17T12:59:56.301472,,,
,,1974-07-17T16:29:55.244868,,,
,,1975-04-12T17:59:54.753038,,,
,,1975-04-12T18:59:54.451151,,,
,,1975-04-12T19:29:54.300208,,,
,,1975-05-04T11:00:00.457000,,,
,,1975-06-24T01:30:00.239000,,,
,,1975-06-24T02:00:00.239000,,,
,,1975-06-26T02:29:59.787283,,,
,,1975-06-26T02:59:59.636340,,,
,,1975-06-26T03:29:59.485396,,,
,,1975-06-26T12:59:56.617472,,,
,,1970-01-19T20:00:00.665000,,,
,,1970-01-19T20:30:00.665000,,,
,,1970-01-19T21:00:00.665000,,,
,,1970-03-25T03:00:00.440000,,,
,,1970-03-25T03:30:00.440000,,,
,,1970-03-25T07:30:00.440000,,,
,,1970-03-25T12:00:00.440000,,,
,,1970-03-25T12:30:00.440000,,,
,,1970-03-25T20:30:00.440000,,,
,,1970-03-25T21:00:00.440000,,,
,,1970-03-26T00:30:00.565000,,,
,,1970-03-26T06:30:00.565000,,,
,,1970-03-26T09:30:00.565000,,,
,,1970-03-26T11:30:00.565000,,,
,,1970-03-26T21:00:00.565000,,,
,,1970-03-26T21:30:00.565000,,,
,,1970-04-25T01:30:00.196000,,,
,,1970-06-15T19:30:00.510000,,,
,,1970-01-19T20:00:00.665000,,,
,,1970-01-19T20:30:00.665000,,,
,,1970-01-19T21:00:00.665000,,,
,,1970-03-25T03:00:00.440000,,,
,,1970-03-25T03:30:00.440000,,,
,,1970-03-25T07:30:00.440000,,,
,,1970-03-25T12:00:00.440000,,,
,,1970-03-25T12:30:00.440000,,,
,,1970-03-25T20:30:00.440000,,,
,,1970-03-25T21:00:00.440000,,,
,,1970-03-26T00:30:00.565000,,,
,,1970-03-26T06:30:00.565000,,,
,,1970-03-26T09:30:00.565000,,,
,,1970-03-26T11:30:00.565000,,,
,,1970-03-26T21:00:00.565000,,,
,,1970-03-26T21:30:00.565000,,,
,,1970-04-25T01:30:00.196000,,,
,,1970-06-15T19:30:00.510000,,,
,,1970-06-26T12:29:56.342415,,,
,,1970-06-26T12:59:56.191472,,,
,,1970-06-26T13:29:56.040528,,,
,,1970-06-26T14:59:55.587698,,,
,,1970-06-26T20:29:53.927321,,,
,,1970-07-20T04:30:00.487000,,,
,,1970-07-20T05:00:00.487000,,,
,,1970-07-20T04:30:00.487000,,,
,,1970-07-20T05:00:00.487000,,,
,,1970-09-26T05:59:58.337679,,,
,,1970-09-26T06:29:58.186736,,,
,,1970-09-26T20:59:53.809377,,,
,,1970-10-24T10:30:00.504000,,,
,,1970-10-24T12:00:00.504000,,,
,,1970-10-24T19:30:00.504000,,,
,,1970-10-24T20:00:00.504000,,,
,,1970-11-12T12:30:00.700000,,,
,,1970-11-12T13:00:00.700000,,,
,,1970-11-12T13:30:00.700000,,,
,,1970-11-12T14:00:00.700000,,,
,,1970-11-12T14:30:00.700000,,,
,,1970-12-11T08:00:00.326000,,,
,,1970-12-11T23:00:00.326000,,,
,,1970-12-27T06:29:58.554736,,,
,,1970-12-27T19:59:54.479264,,,
,,1970-12-27T20:29:54.328321,,,
,,1970-12-31T03:00:00.339000,,,
,,1970-12-31T15:00:00.339000,,,
,,1970-12-31T15:30:00.339000,,,
,,1971-01-15T12:00:00.258000,,,
,,1971-01-15T12:30:00.258000,,,
,,1971-01-28T00:00:00.234000,,,
,,1971-01-28T00:30:00.083057,,,
,,1971-01-28T01:29:59.781170,,,
,,1971-01-28T01:59:59.630226,,,
,,1971-01-28T05:59:58.422679,,,
,,1971-01-28T06:29:58.271736,,,
,,1971-01-28T10:59:56.913245,,,
,,1971-01-28T11:29:56.762302,,,
,,1971-01-28T20:59:53.894377,,,
,,1971-01-29T09:59:57.175132,,,
,,1971-01-29T10:29:57.024189,,,
,,1971-01-29T17:29:54.910981,,,
,,1971-02-09T03:30:00.179000,,,
,,1971-02-09T04:00:00.179000,,,
,,1971-03-25T15:00:00.151000,,,
,,1971-03-25T15:30:00.151000,,,
,,1971-04-13T03:12:48.990062,,,
,,1971-04-13T12:12:48.990062,,,
,,1971-04-13T12:42:48.990062,,,
,,1971-04-13T13:12:48.990062,,,
,,1971-04-13T18:42:48.990062,,,
,,1971-04-13T19:12:48.990062,,,
,,1971-04-13T19:42:48.990062,,,
,,1971-04-13T20:12:48.990062,,,
,,1971-04-17T03:00:00.387000,,,
,,1971-04-17T03:30:00.387000,,,
,,1971-04-17T06:30:00.387000,,,
,,1971-04-17T07:00:00.387000,,,
,,1971-04-17T07:30:00.387000,,,
,,1971-04-17T16:30:00.387000,,,
,,1971-04-17T17:00:00.387000,,,
,,1971-05-12T08:59:57.995019,,,
,,1971-05-12T09:29:57.844075,,,
,,1971-05-12T09:59:57.693132,,,
,,1971-05-12T18:59:54.976151,,,
,,1971-05-12T19:29:54.825208,,,
,,1971-05-12T08:59:57.995019,,,
,,1971-05-12T09:29:57.844075,,,
,,1971-05-12T09:59:57.693132,,,
,,1971-05-12T18:59:54.976151,,,
,,1971-05-12T19:29:54.825208,,,
,,1971-05-23T10:59:57.181245,,,
,,1971-05-23T11:29:57.030302,,,
,,1971-05-23T13:29:56.426528,,,
,,1971-05-23T21:59:53.860491,,,
,,1971-05-23T22:59:53.558604,,,
,,1971-06-12T11:00:00.529000,,,
,,1971-06-12T11:30:00.529000,,,
,,1971-06-12T12:30:00.529000,,,
,,1971-06-12T13:00:00.529000,,,
,,1971-09-25T08:30:00.576000,,,
,,1971-09-25T09:00:00.576000,,,
,,1971-09-25T17:00:00.576000,,,
,,1971-09-25T17:30:00.576000,,,
,,1971-10-18T03:00:00.417000,,,
,,1971-10-18T03:30:00.417000,,,
,,1971-10-18T04:00:00.417000,,,
,,1971-10-18T06:30:00.417000,,,
,,1971-10-18T07:00:00.417000,,,
,,1971-10-18T13:30:00.417000,,,
,,1971-10-18T14:00:00.417000,,,
,,1971-10-20T00:30:00.425000,,,
,,1971-10-20T01:00:00.425000,,,
,,1971-10-20T11:00:00.425000,,,
,,1971-10-20T11:30:00.425000,,,
,,1971-10-20T18:30:00.425000,,,
,,1971-10-20T19:00:00.425000,,,
,,1971-10-31T05:00:00.420000,,,
,,1971-10-31T05:30:00.420000,,,
,,1971-10-31T06:00:00.420000,,,
,,1971-10-31T16:30:00.420000,,,
,,1972-01-04T13:30:00.117000,,,
,,1972-01-04T14:00:00.117000,,,
,,1972-01-04T15:00:00.117000,,,
,,1972-01-04T15:30:00.117000,,,
,,1972-03-12T18:30:00.417000,,,
,,1972-05-11T13:00:00.576000,,,
,,1972-05-11T13:30:00.576000,,,
,,1972-05-11T14:00:00.576000,,,
,,1972-07-17T07:00:00.184000,,,
,,1972-07-17T21:00:00.184000,,,
,,1972-07-17T22:30:00.184000,,,
,,1972-07-17T07:00:00.184000,,,
,,1972-07-17T21:00:00.184000,,,
,,1972-07-17T22:30:00.184000,,,
,,1972-07-28T02:00:00.136000,,,
,,1972-07-28T02:30:00.136000,,,
,,1972-07-28T05:30:00.136000,,,
,,1972-07-28T06:00:00.136000,,,
,,1972-07-28T15:00:00.136000,,,
,,1972-07-31T00:00:00.622000,,,
,,1972-07-31T17:30:00.622000,,,
,,1972-07-31T18:00:00.622000,,,
,,1972-07-31T18:30:00.622000,,,
,,1972-07-31T19:00:00.622000,,,
,,1972-12-03T14:00:00.552000,,,
,,1972-12-03T14:30:00.552000,,,
,,1973-03-13T08:30:00.472000,,,
,,1973-03-24T00:00:00.606000,,,
,,1973-03-24T00:30:00.606000,,,
,,1973-03-24T01:00:00.606000,,,
,,1973-03-24T07:30:00.606000,,,
,,1973-03-24T17:30:00.606000,,,
,,1973-03-24T18:00:00.606000,,,
,,1973-03-24T19:00:00.606000,,,
,,1973-06-05T10:30:00.300000,,,
,,1973-06-05T11:00:00.300000,,,
,,1973-06-05T10:30:00.300000,,,
,,1973-06-05T11:00:00.300000,,,
,,1973-06-18T01:00:00.132000,,,
,,1973-06-18T01:30:00.132000,,,
,,1973-06-18T08:00:00.132000,,,
,,1973-06-18T13:00:00.132000,,,
,,1973-06-27T05:00:00.230000,,,
,,1973-06-27T05:30:00.230000,,,
,,1973-07-03T18:00:00.532000,,,
,,1973-07-03T18:30:00.532000,,,
,,1973-07-20T18:30:00.308000,,,
,,1973-07-20T19:00:00.308000,,,
,,1973-07-28T01:00:00.275000,,,
,,1973-07-28T01:30:00.275000,,,
,,1973-07-28T08:00:00.275000,,,
,,1973-08-21T11:30:00.652000,,,
,,1974-01-10T22:30:00.229000,,,
,,1974-02-07T05:30:00.354000,,,
,,1974-02-07T06:00:00.354000,,,
,,1974-02-07T06:30:00.354000,,,
,,1974-02-12T08:00:00.400000,,,
,,1974-02-12T08:30:00.400000,,,
,,1974-02-12T20:00:00.400000,,,
,,1974-02-12T20:30:00.400000,,,
,,1974-02-12T22:00:00.400000,,,
,,1974-02-12T22:30:00.400000,,,
,,1974-04-08T04:30:00.534000,,,
,,1974-04-08T12:00:00.534000,,,
,,1974-04-19T13:00:00.568000,,,
,,1974-04-19T13:30:00.568000,,,
,,1974-06-25T11:59:56.901358,,,
,,1974-06-25T12:29:56.750415,,,
,,1974-06-25T20:59:54.184377,,,
,,1974-06-25T21:29:54.033434,,,
,,1974-07-06T03:30:00.193000,,,
,,1974-07-06T12:00:00.193000,,,
,,1974-07-06T12:30:00.193000,,,
,,1974-07-06T14:30:00.193000,,,
,,1974-07-06T03:30:00.193000,,,
,,1974-07-06T12:00:00.193000,,,
,,1974-07-06T12:30:00.193000,,,
,,1974-07-06T14:30:00.193000,,,
,,1974-07-11T00:30:00.359000,,,
,,1974-07-11T01:00:00.359000,,,
,,1974-07-11T03:30:00.359000,,,
,,1974-07-11T04:00:00.359000,,,
,,1974-07-11T05:30:00.359000,,,
,,1974-07-11T06:30:00.359000,,,
,,1974-07-11T08:30:00.359000,,,
,,1974-07-11T09:00:00.359000,,,
,,1974-07-17T10:29:57.056189,,,
,,1974-07-17T10:59:56.905245,,,
,,1974-07-17T11:29:56.754302,,,
,,1974-07-17T11:59:56.603358,,,
,,1974-07-17T12:29:56.452415,,,
,,1974-07-17T12:59:56.301472,,,
,,1974-07-17T16:29:55.244868,,,
,,1975-04-12T17:59:54.753038,,,
,,1975-04-12T18:59:54.451151,,,
,,1975-04-12T19:29:54.300208,,,
,,1975-05-04T11:00:00.457000,,,
,,1975-06-24T01:30:00.239000,,,
,,1975-06-24T02:00:00.239000,,,
,,1975-06-26T02:29:59.787283,,,
,,1975-06-26T02:59:59.636340,,,
,,1975-06-26T03:29:59.485396,,,
,,1975-06-26T12:59:56.617472,,,
,,1970-01-19T20:00:00.665000,,,
,,1970-01-19T20:30:00.665000,,,
,,1970-01-19T21:00:00.665000,,,
,,1970-03-25T03:00:00.440000,,,
,,1970-03-25T03:30:00.440000,,,
,,1970-03-25T07:30:00.440000,,,
,,1970-03-25T12:00:00.440000,,,
,,1970-03-25T12:30:00.440000,,,
,,1970-03-25T20:30:00.440000,,,
,,1970-03-25T21:00:00.440000,,,
,,1970-03-26T00:30:00.565000,,,
,,1970-03-26T06:30:00.565000,,,
,,1970-03-26T09:30:00.565000,,,
,,1970-03-26T11:30:00.565000,,,
,,1970-03-26T21:00:00.565000,,,
,,1970-03-26T21:30:00.565000,,,
,,1970-04-25T01:30:00.196000,,,
,,1970-06-15T19:30:00.510000,,,
,,1970-06-26T12:29:56.342415,,,
,,1970-06-26T12:59:56.191472,,,
,,1970-06-26T13:29:56.040528,,,
,,1970-06-26T14:59:55.587698,,,
,,1970-06-26T20:29:53.927321,,,
,,1970-07-20T04:30:00.487000,,,
,,1970-07-20T05:00:00.487000,,,
,,1970-07-20T04:30:00.487000,,,
,,1970-07-20T05:00:00.487000,,,
,,1970-09-26T05:59:58.337679,,,
,,1970-09-26T06:29:58.186736,,,
,,1970-09-26T20:59:53.809377,,,
,,1970-10-24T10:30:00.504000,,,
,,1970-10-24T12:00:00.504000,,,
,,1970-10-24T19:30:00.504000,,,
,,1970-10-24T20:00:00.504000,,,
,,1970-11-12T12:30:00.700000,,,
,,1970-11-12T13:00:00.700000,,,
,,1970-11-12T13:30:00.700000,,,
,,1970-11-12T14:00:00.700000,,,
,,1970-11-12T14:30:00.700000,,,
,,1970-12-11T08:00:00.326000,,,
,,1970-12-11T23:00:00.326000,,,
,,1970-12-27T06:29:58.554736,,,
,,1970-12-27T19:59:54.479264,,,
,,1970-12-27T20:29:54.328321,,,
,,1970-12-31T03:00:00.339000,,,
,,1970-12-31T15:00:00.339000,,,
,,1970-12-31T15:30:00.339000,,,
,,1971-01-15T12:00:00.258000,,,
,,1971-01-15T12:30:00.258000,,,
,,1971-01-28T00:00:00.234000,,,
,,1971-01-28T00:30:00.083057,,,
,,1971-01-28T01:29:59.781170,,,
,,1971-01-28T01:59:59.630226,,,
,,1971-01-28T05:59:58.422679,,,
,,1971-01-28T06:29:58.271736,,,
,,1971-01-28T10:59:56.913245,,,
,,1971-01-28T11:29:56.762302,,,
,,1971-01-28T20:59:53.894377,,,
,,1971-01-29T09:59:57.175132,,,
,,1971-01-29T10:29:57.024189,,,
,,1971-01-29T17:29:54.910981,,,
,,1971-02-09T03:30:00.179000,,,
,,1971-02-09T04:00:00.179000,,,
,,1971-03-25T15:00:00.151000,,,
,,1971-03-25T15:30:00.151000,,,
,,1971-04-13T03:12:48.990062,,,
,,1971-04-13T12:12:48.990062,,,
,,1971-04-13T12:42:48.990062,,,
,,1971-04-13T13:12:48.990062,,,
,,1971-04-13T18:42:48.990062,,,
,,1971-04-13T19:12:48.990062,,,
,,1971-04-13T19:42:48.990062,,,
,,1971-04-13T20:12:48.990062,,,
,,1971-04-17T03:00:00.387000,,,
,,1971-04-17T03:30:00.387000,,,
,,1971-04-17T06:30:00.387000,,,
,,1971-04-17T07:00:00.387000,,,
,,1971-04-17T07:30:00.387000,,,
,,1971-04-17T16:30:00.387000,,,
,,1971-04-17T17:00:00.387000,,,
,,1971-05-12T08:59:57.995019,,,
,,1971-05-12T09:29:57.844075,,,
,,1971-05-12T09:59:57.693132,,,
,,1971-05-12T18:59:54.976151,,,
,,1971-05-12T19:29:54.825208,,,
,,1971-05-12T08:59:57.995019,,,
,,1971-05-12T09:29:57.844075,,,
,,1971-05-12T09:59:57.693132,,,
,,1971-05-12T18:59:54.976151,,,
,,1971-05-12T19:29:54.825208,,,
,,1971-05-23T10:59:57.181245,,,
,,1971-05-23T11:29:57.030302,,,
,,1971-05-23T13:29:56.426528,,,
,,1971-05-23T21:59:53.860491,,,
,,1971-05-23T22:59:53.558604,,,
,,1971-06-12T11:00:00.529000,,,
,,1971-06-12T11:30:00.529000,,,
,,1971-06-12T12:30:00.529000,,,
,,1971-06-12T13:00:00.529000,,,
,,1971-09-25T08:30:00.576000,,,
,,1971-09-25T09:00:00.576000,,,
,,1971-09-25T17:00:00.576000,,,
,,1971-09-25T17:30:00.576000,,,
,,1971-10-18T03:00:00.417000,,,
,,1971-10-18T03:30:00.417000,,,
,,1971-10-18T04:00:00.417000,,,
,,1971-10-18T06:30:00.417000,,,
,,1971-10-18T07:00:00.417000,,,
,,1971-10-18T13:30:00.417000,,,
,,1971-10-18T14:00:00.417000,,,
,,1971-10-20T00:30:00.425000,,,
,,1971-10-20T01:00:00.425000,,,
,,1971-10-20T11:00:00.425000,,,
,,1971-10-20T11:30:00.425000,,,
,,1971-10-20T18:30:00.425000,,,
,,1971-10-20T19:00:00.425000,,,
,,1971-10-31T05:00:00.420000,,,
,,1971-10-31T05:30:00.420000,,,
,,1971-10-31T06:00:00.420000,,,
,,1971-10-31T16:30:00.420000,,,
,,1972-01-04T13:30:00.117000,,,
,,1972-01-04T14:00:00.117000,,,
,,1972-01-04T15:00:00.117000,,,
,,1972-01-04T15:30:00.117000,,,
,,1972-03-12T18:30:00.417000,,,
,,1972-05-11T13:00:00.576000,,,
,,1972-05-11T13:30:00.576000,,,
,,1972-05-11T14:00:00.576000,,,
,,1972-07-17T07:00:00.184000,,,
,,1972-07-17T21:00:00.184000,,,
,,1972-07-17T22:30:00.184000,,,
,,1972-07-17T07:00:00.184000,,,
,,1972-07-17T21:00:00.184000,,,
,,1972-07-17T22:30:00.184000,,,
,,1972-07-28T02:00:00.136000,,,
,,1972-07-28T02:30:00.136000,,,
,,1972-07-28T05:30:00.136000,,,
,,1972-07-28T06:00:00.136000,,,
,,1972-07-28T15:00:00.136000,,,
,,1972-07-31T00:00:00.622000,,,
,,1972-07-31T17:30:00.622000,,,
,,1972-07-31T18:00:00.622000,,,
,,1972-07-31T18:30:00.622000,,,
,,1972-07-31T19:00:00.622000,,,
,,1972-12-03T14:00:00.552000,,,
,,1972-12-03T14:30:00.552000,,,
,,1973-03-13T08:30:00.472000,,,
,,1973-03-24T00:00:00.606000,,,
,,1973-03-24T00:30:00.606000,,,
,,1973-03-24T01:00:00.606000,,,
,,1973-03-24T07:30:00.606000,,,
,,1973-03-24T17:30:00.606000,,,
,,1973-03-24T18:00:00.606000,,,
,,1973-03-24T19:00:00.606000,,,
,,1973-06-05T10:30:00.300000,,,
,,1973-06-05T11:00:00.300000,,,
,,1973-06-05T10:30:00.300000,,,
,,1973-06-05T11:00:00.300000,,,
,,1973-06-18T01:00:00.132000,,,
,,1973-06-18T01:30:00.132000,,,
,,1973-06-18T08:00:00.132000,,,
,,1973-06-18T13:00:00.132000,,,
,,1973-06-27T05:00:00.230000,,,
,,1973-06-27T05:30:00.230000,,,
,,1973-07-03T18:00:00.532000,,,
,,1973-07-03T18:30:00.532000,,,
,,1973-07-20T18:30:00.308000,,,
,,1973-07-20T19:00:00.308000,,,
,,1973-07-28T01:00:00.275000,,,
,,1973-07-28T01:30:00.275000,,,
,,1973-07-28T08:00:00.275000,,,
,,1973-08-21T11:30:00.652000,,,
,,1974-01-10T22:30:00.229000,,,
,,1974-02-07T05:30:00.354000,,,
,,1974-02-07T06:00:00.354000,,,
,,1974-02-07T06:30:00.354000,,,
,,1974-02-12T08:00:00.400000,,,
,,1974-02-12T08:30:00.400000,,,
,,1974-02-12T20:00:00.400000,,,
,,1974-02-12T20:30:00.400000,,,
,,1974-02-12T22:00:00.400000,,,
,,1974-02-12T22:30:00.400000,,,
,,1974-04-08T04:30:00.534000,,,
,,1974-04-08T12:00:00.534000,,,
,,1974-04-19T13:00:00.568000,,,
,,1974-04-19T13:30:00.568000,,,
